날짜,요일,홈,방문,구장,관중수
2018/08/14,화,두산,SK,잠실,"11,132"
2018/08/14,화,삼성,넥센,대구,"11,146"
2018/08/15,수,KIA,LG,광주,"11,520"
2018/08/15,수,KT,NC,수원,"6,752"
2018/08/15,수,두산,SK,잠실,"12,244"
2018/08/15,수,삼성,넥센,대구,"12,048"
2018/08/16,목,삼성,한화,대구,"6,809"
2018/08/16,목,롯데,KIA,사직,"10,800"
2018/08/16,목,SK,LG,문학,"8,388"
2018/08/16,목,KT,NC,수원,"3,359"
2018/08/16,목,두산,넥센,잠실,"9,168"
2018/09/04,화,두산,KIA,잠실,"14,603"
2018/09/04,화,KT,LG,수원,"4,287"
2018/09/04,화,한화,롯데,대전,"7,285"
2018/09/04,화,NC,삼성,마산,"4,258"
2018/09/04,화,SK,넥센,문학,"5,002"
2018/09/05,수,두산,KIA,잠실,"17,191"
2018/09/05,수,KT,LG,수원,"4,251"
2018/09/05,수,한화,롯데,대전,"7,911"
2018/09/05,수,NC,삼성,마산,"5,132"
2018/09/05,수,SK,넥센,문학,"5,241"
2018/09/06,목,KT,한화,수원,"7,268"
2018/09/06,목,LG,NC,잠실,"6,944"
2018/09/06,목,삼성,두산,대구,"6,517"
2018/09/06,목,롯데,SK,울산,"4,668"
2018/09/06,목,KIA,넥센,광주,"6,397"
2018/09/07,금,KT,한화,수원,"9,936"
2018/09/07,금,LG,NC,잠실,"7,917"
2018/09/07,금,삼성,두산,대구,"11,078"
2018/09/07,금,롯데,SK,울산,"4,240"
2018/09/07,금,KIA,넥센,광주,"6,771"
2018/09/08,토,LG,한화,잠실,"22,908"
2018/09/08,토,넥센,KT,고척,"3,093"
2018/09/08,토,NC,롯데,마산,"8,637"
2018/09/08,토,SK,두산,문학,"24,084"
2018/09/08,토,KIA,삼성,광주,"13,796"
2018/09/09,일,LG,한화,잠실,"19,286"
2018/09/09,일,넥센,KT,고척,"2,473"
2018/09/09,일,NC,롯데,마산,"8,091"
2018/09/09,일,SK,두산,문학,"20,498"
2018/09/09,일,KIA,삼성,광주,"11,352"
2018/09/11,화,삼성,한화,대구,"6,141"
2018/09/11,화,NC,KIA,마산,"4,077"
2018/09/11,화,SK,KT,문학,"4,993"
2018/09/11,화,롯데,두산,사직,"8,990"
2018/09/11,화,LG,넥센,잠실,"8,386"
2018/09/12,수,삼성,한화,대구,"8,679"
2018/09/12,수,NC,KIA,마산,"4,086"
2018/09/12,수,SK,KT,문학,"4,254"
2018/09/12,수,롯데,두산,사직,"7,021"
2018/09/12,수,LG,넥센,잠실,"8,463"
2018/09/13,목,두산,KT,잠실,"9,214"
2018/09/13,목,삼성,LG,대구,"8,104"
2018/09/13,목,한화,SK,청주,"9,454"
2018/09/14,금,롯데,KIA,사직,"5,231"
2018/09/14,금,두산,KT,잠실,"10,124"
2018/09/14,금,삼성,LG,대구,"5,528"
2018/09/14,금,한화,SK,청주,"8,381"
2018/09/14,금,NC,넥센,마산,"3,107"
2018/09/15,토,한화,LG,대전,"12,715"
2018/09/15,토,두산,NC,잠실,"16,558"
2018/09/15,토,KIA,SK,광주,"11,480"
2018/09/15,토,KT,삼성,수원,"11,724"
2018/09/15,토,롯데,넥센,사직,"25,000"
2018/09/16,일,한화,LG,대전,"12,012"
2018/09/16,일,두산,NC,잠실,"13,214"
2018/09/16,일,KIA,SK,광주,"8,306"
2018/09/16,일,KT,삼성,수원,"12,100"
2018/09/16,일,롯데,넥센,사직,"9,061"
2018/09/18,화,NC,한화,마산,"4,434"
2018/09/18,화,삼성,KIA,대구,"5,733"
2018/09/18,화,LG,롯데,잠실,"11,101"
2018/09/18,화,넥센,두산,고척,"4,743"
2018/09/18,화,KT,SK,수원,"4,050"
2018/09/19,수,NC,한화,마산,"4,556"
2018/09/19,수,삼성,KIA,대구,"9,067"
2018/09/19,수,LG,롯데,잠실,"10,126"
2018/09/19,수,넥센,두산,고척,"4,470"
2018/09/19,수,KT,SK,수원,"3,910"
2018/09/20,목,SK,한화,문학,"12,160"
2018/09/20,목,롯데,KT,사직,"3,709"
2018/09/20,목,KIA,NC,광주,"8,293"
2018/09/20,목,LG,두산,잠실,"12,019"
2018/09/20,목,넥센,삼성,고척,"2,793"
2018/09/21,금,SK,한화,문학,"17,156"
2018/09/21,금,KIA,NC,광주,"10,114"
2018/09/21,금,LG,두산,잠실,"17,031"
2018/09/21,금,넥센,삼성,고척,"3,013"
2018/09/22,토,한화,KIA,대전,"13,000"
2018/09/22,토,LG,KT,잠실,"13,314"
2018/09/22,토,삼성,롯데,대구,"18,461"
2018/09/22,토,NC,두산,마산,"8,182"
2018/09/22,토,넥센,SK,고척,"5,426"
2018/09/23,일,한화,KIA,대전,"10,120"
2018/09/23,일,LG,KT,잠실,"9,444"
2018/09/23,일,삼성,롯데,대구,"12,835"
2018/09/23,일,NC,두산,마산,"6,035"
2018/09/23,일,넥센,SK,고척,"3,549"
2018/09/25,화,KT,KIA,수원,"20,006"
2018/09/25,화,SK,LG,문학,"22,655"
2018/09/25,화,롯데,NC,사직,"13,850"
2018/09/25,화,한화,삼성,대전,"13,000"
2018/09/25,화,두산,넥센,잠실,"24,553"
2018/09/26,수,KT,KIA,수원,"20,226"
2018/09/26,수,SK,LG,문학,"19,974"
2018/09/26,수,롯데,NC,사직,"10,253"
2018/09/26,수,한화,삼성,대전,"11,637"
2018/09/26,수,두산,넥센,잠실,"15,232"
2018/09/27,목,LG,KIA,잠실,"17,937"
2018/09/27,목,삼성,KT,대구,"5,792"
2018/09/27,목,넥센,롯데,고척,"3,383"
2018/09/27,목,SK,NC,문학,"7,398"
2018/09/27,목,한화,두산,대전,"8,109"
2018/09/28,금,LG,KIA,잠실,"21,766"
2018/09/28,금,삼성,KT,대구,"9,683"
2018/09/28,금,넥센,롯데,고척,"3,659"
2018/09/28,금,SK,NC,문학,"6,746"
2018/09/28,금,한화,두산,대전,"10,705"
2018/09/29,토,KIA,한화,광주,"17,812"
2018/09/29,토,두산,LG,잠실,"24,183"
2018/09/29,토,KT,롯데,수원,"14,290"
2018/09/29,토,넥센,NC,고척,"3,603"
2018/09/29,토,삼성,SK,대구,"18,220"
2018/09/30,일,KIA,한화,광주,"16,137"
2018/09/30,일,두산,LG,잠실,"19,274"
2018/09/30,일,KT,롯데,수원,"11,983"
2018/09/30,일,넥센,NC,고척,"4,542"
2018/09/30,일,삼성,SK,대구,"14,651"
2018/10/02,화,LG,KT,잠실,"5,512"
2018/10/02,화,SK,롯데,문학,"13,782"
2018/10/02,화,KIA,NC,광주,"8,886"
2018/10/03,수,삼성,KIA,대구,"19,432"
2018/10/03,수,LG,KT,잠실,"11,896"
2018/10/03,수,한화,롯데,대전,"13,000"
2018/10/04,목,SK,KIA,문학,"13,556"
2018/10/04,목,한화,롯데,대전,"9,555"
2018/10/06,토,롯데,한화,사직,"9,449"
2018/10/06,토,SK,KIA,문학,"9,241"
2018/10/06,토,SK,KIA,문학,"22,002"
2018/10/06,토,두산,LG,잠실,"19,891"
2018/10/06,토,KT,삼성,수원,"8,291"
2018/10/06,토,NC,넥센,마산,"5,297"
2018/10/07,일,두산,KIA,잠실,"25,000"
2018/10/07,일,NC,롯데,마산,"11,000"
2018/10/09,화,KT,한화,수원,"20,512"
2018/10/09,화,롯데,KIA,사직,"25,000"
2018/10/09,화,SK,삼성,문학,"22,031"
2018/10/10,수,KIA,한화,광주,"6,133"
2018/10/10,수,롯데,KT,사직,"4,793"
2018/10/10,수,롯데,KT,사직,"11,528"
2018/10/10,수,두산,SK,잠실,"11,126"
2018/10/11,목,KIA,롯데,광주,"7,745"
2018/10/11,목,두산,SK,잠실,"10,987"
2018/10/12,금,KIA,롯데,광주,"12,318"
2018/10/12,금,두산,NC,잠실,"10,914"
2018/10/12,금,KT,넥센,수원,"10,268"
2018/10/13,토,두산,KT,잠실,"18,528"
2018/10/13,토,SK,LG,문학,"22,399"
2018/10/13,토,KIA,롯데,광주,"15,640"
2018/10/13,토,한화,NC,대전,"13,000"
2018/10/13,토,삼성,넥센,대구,"24,000"
2018/10/14,일,롯데,두산,사직,"6,414"
